,curr_iteration,loss,viol,best_loss,temp,accept,move_gen,move_type,move_target,move_dur,elapsed,retry
219,39,16.3908978869,0,,0.001,,propose_reinit_pose,,,0.000272084002063,1.14391825,
220,0,16.3908978869,0,,3.0,,propose_addition,,,0.0328837500019,0.370278959002,
221,1,16.3908978869,0,,2.37057108349,,propose_addition,,,0.0322372919982,0.402662042001,
222,2,16.3908978869,0,,1.87320242063,,propose_addition,,,0.032273249999,0.435050334003,
223,3,16.3908978869,0,,1.48018649729,,propose_addition,,,0.0321956249973,0.467350209001,
224,4,16.3908978869,0,,1.16962910289,,propose_addition,,,0.0320862920016,0.499538375003,
225,5,16.3908978869,0,,0.92422964324,,propose_deletion,,,0.0310272909992,0.530670250002,
226,6,16.3908978869,0,,0.730317355591,,propose_addition,,,0.0320845830029,0.562862084,
227,7,16.3908978869,0,,0.577089734979,,propose_addition,,,0.032271832999,0.595229375002,
228,8,16.3908978869,0,,0.456010746108,,propose_addition,,,0.031246999999,0.626574459002,
229,9,16.3908978869,0,,0.360335296162,,propose_relation_plane_change,,,0.000314708002406,0.627012292,
230,10,16.3908978869,0,,0.284733477814,,propose_deletion,,,0.029814417001,0.656886167002,
231,11,16.3908978869,0,,0.22499364967,,propose_addition,,,0.0310890410001,0.688087625,
232,12,16.3908978869,0,,0.177787813292,,propose_addition,,,0.0308485420028,0.719062375003,
233,13,16.3908978869,0,,0.140486216396,,propose_addition,,,0.0308336250018,0.750005125003,
234,14,16.3908978869,0,,0.111010854073,,propose_addition,,,0.0308252499999,0.780930334,
235,15,16.3908978869,0,,0.0877197068729,,propose_translate,,,0.000278458999674,0.781310542003,
236,16,16.3908978869,0,,0.0693152668552,,propose_addition,,,0.0312837919992,0.812651084001,
237,17,16.3908978869,0,,0.0547722557505,,propose_addition,,,0.0313040000001,0.844073,
238,18,16.3908978869,0,,0.0432805085533,,propose_addition,,,0.0312895839998,0.875472750002,
239,19,16.3908978869,0,,0.0341998406851,,propose_translate,,,0.000284249999822,0.875860833999,
240,20,16.3908978869,0,,0.0270243844628,,propose_addition,,,0.0312835420009,0.907202292001,
241,21,16.3908978869,0,,0.0213544081189,,propose_rotate,,,0.000266874998488,0.907604459,
242,22,16.3908978869,0,,0.0168740474639,,propose_addition,,,0.0311311250007,0.938791334,
243,23,16.3908978869,0,,0.0133337096598,,propose_addition,,,0.0313500000011,0.970239959002,
244,24,16.3908978869,0,,0.0105361688518,,propose_addition,,,0.031330875001,1.001667209,
245,25,16.3908978869,0,,0.00832557907026,,propose_addition,,,0.0312787500006,1.033039167,
246,26,16.3908978869,0,,0.00657879233243,,propose_relation_plane_change,,,0.000317124999128,1.033473292,
247,27,16.3908978869,0,,0.00519849828919,,propose_reinit_pose,,,0.000242540998443,1.033777042,
